,tmdb_id,name,cast_ids,genres_ids,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,networks_ids,airing_date_dt,year,month,weekday
648,65860,Jackpot,"1240218, 1207629, 1329984, 1335793, 127798, 117504, 1342876, 109646, 1311205, 86329, 1671006",18,1.0,24.0,60.0,"Dae-Gil and King Yeongjo enter a match. Dae-Gil bets his life and King Yeongjo bets the entire Kingdom of Joseon on the outcome. Dae-Gil is the best gambler in the Joseon era. He holds deep resentment inside, but is also cool on the exterior. King Yeongjo is a man who never lower his head without a convincing reason. Meanwhile, Dam-Seo exists solely to take revenge upon king.",7.636,7.1,9.0,,156,2016-03-28,2016.0,3.0,0.0
649,2619,A Love to Kill,"112013, 116175, 138522, 127566, 135850, 1638474, 1277308, 1962025, 1232180",18,1.0,16.0,60.0,"A good-for-nothing K1 fighter begins working as a top celebrity's private bodyguard, with the intent of seducing her and then leaving her to ruins, as an act of avenging his older brother who was left in a coma. Soon, he finds himself falling in love with her, their romance a tragedy in the making.",7.1,7.188,8.0,,342,2005-10-31,2005.0,10.0,0.0
650,93471,A day before us,"1572348, 2432056, 1227352, 2432060, 2432189, 2432064, 2432204, 2432066","16, 18",3.0,44.0,2.0,"A Day Before Us is a Korean animation series that tells a special and sweet love story of the following four characters; Yeo Reum, Ha Eun, Kim Wook, and Yeon Woo.",5.717,8.0,1.0,,247,2018-01-11,2018.0,1.0,3.0
651,82464,Bad Papa,"63438, 1794446, 1576065, 1953453, 1350092, 560065, 2134253, 1044800, 557133, 566372, 2326615, 240082, 1193410, 2134257, 2185341, 945428, 3129872, 3723412","18, 10751",1.0,32.0,35.0,"Yoo Ji-Cheol used to be a top boxer, but he lost everything in a moment. All of his money and fame vanished and his life was ruined. He decides to gain control of his life through mixed martial arts.",8.004,9.167,6.0,,97,2018-10-01,2018.0,10.0,0.0
652,14534,Immortal Admiral Yi Sun-sin,"97024, 1107788, 1180185, 1257619, 1510533, 123019, 64454, 3592937, 3686552",18,1.0,106.0,80.0,"Admiral Yi Sun-shin, who led the Joseon Navy to a myth of invincibility during the Hideyoshi invasion, was a true soldier and leader who struggled to protect people. Drama Yi Sun-shin is not a biography of Admiral Yi Sun-shin, nor does it inetnd to reconstruct a part of the Joseon Dynasty that existed in the 16th century. This drama will merely look into many human beings, incliuding Yi Sun-shin, who underwent an extreme situation. It is not just a historical drama series. It’s rather about human nature that makes both of the war and peace. It is a Korean version of “War and Peace” in 21st century. No hero has ever been sent by heaven. He has emerged as one ultimately after undergoing a lifelong process. Drama Yi Sun-shin is designed to shed a new light upon him as a human being.",8.002,,,,829,2004-09-04,2004.0,9.0,5.0
653,209477,Once Again,"3688121, 3610503, 3688122",18,1.0,8.0,25.0,"Jae Woo is a young man who lives with childhood trauma and finds himself traveling to the past where he meets Ji Hoon, a law student preparing for a bar exam and the person Jae Woo admires the most. As he travels to the past, will he be able to change each other's fate?",3.427,9.0,2.0,,"1390, 3266",2022-09-15,2022.0,9.0,3.0
654,95887,Cheongdamdong Scandal,"2468795, 123020, 1046710, 1086446, 1419974","18, 9648",1.0,119.0,,"Drama series depicts an epic scandal of the upper class that place in Cheongdam District, Seoul. An area which epitomizes the wealthy lifestyle.",5.695,,,,156,2014-07-21,2014.0,7.0,0.0
655,35863,Recipe of Love,"39256, 1335793, 582555, 1245104, 553237, 553706, 96659","10751, 18",1.0,41.0,50.0,"Combining the good qualities of both Italian and Korean dishes, a character finds success in the restaurant business and even expands the business abroad. Through Soon-Jin’s family, the drama also emphasizes the importance of family in our lives. Unlike a typical Cinderella story, the viewer will witness Soon-Jin using her every effort to become the best. The Story of a Cinderella who doesn’t wait for her Prince Charming. This drama is the story of a woman who chooses to take control in her life instead of waiting for Prince Charming to change her life for her. Oh Soon-Jin. She doesn’t have anything. But she’s always hopeful and confident about herself.And Kang Sae-Han. He has everything that an average person can ask for. But he doesn’t believe in love. This is both their love story and their success tale.",5.692,,,,97,2005-05-14,2005.0,5.0,5.0
656,197078,Summer Strike,"1374514, 1296713, 1576065, 3668501, 1698195, 2060078, 2943957",18,1.0,12.0,65.0,,6.581,,,1.0,5841,2022-11-21,2022.0,11.0,0.0
657,69067,One More Time,"1256345, 1351407, 1903633, 1336799, 1238647, 1520863, 2150704, 1164499","18, 10765",1.0,8.0,31.0,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,5.652,7.2,10.0,,213,2016-10-26,2016.0,10.0,2.0
658,65831,Ms. Temper & Nam Jung Gi,"80658, 1255392, 1257657, 239927, 1333030, 227447, 1336804, 1352930, 560066, 1239675, 64497","35, 18",1.0,16.0,60.0,"Ok Da-Jung is the youngest team leader in the cosmetics industry. She has divorced three times so far. She doesn't care what others think about her and she also has quite a temper. Nam Jung-Gi works as a section chief at the same cosmetics company as Ok Da-Jung. Unlike her, Nam Jung-Gi has a timid and nice personality. He can't say anything that makes others uncomfortable. He is able to make Ok Da-Jung's blood boil.",5.647,6.2,10.0,,885,2016-03-18,2016.0,3.0,4.0
659,120318,Undercover,"145989, 232599, 1346848, 1258626, 83637, 1044800, 1458368, 1333030, 1654631, 553237, 1191490, 2078000, 554945, 2159393, 1351056, 1113060, 1676561, 96634, 2330965","80, 18, 10759, 9648",1.0,16.0,77.0,"“Undercover” depicts the story of Han Jung Hyun, who has been hiding his identity for a long time, and Choi Yeon Soo, a human rights lawyer who becomes the first head of the Senior Civil Servant Corruption Investigations Unit to fight for justice.",5.644,9.667,6.0,,885,2021-04-23,2021.0,4.0,4.0
660,77428,Grand Prince,"1134687, 227430, 1261196, 1257673, 1442596, 1253449, 42799, 587632, 125734, 1914405, 1481009, 1736282, 1984373",18,1.0,20.0,60.0,"Lee Kang is an ambitious prince. He falls in love with Sung Ja-Hyun. She is a beautiful woman from a prestigious family, but Lee Kang's younger brother Lee Hwi also loves her. To have Ja-Hyun, Lee Kang wants to become the King...even if he has to kill his younger brother.",4.284,5.7,6.0,,903,2018-03-03,2018.0,3.0,5.0
661,99411,Eccentric! Chef Moon,"1237911, 1496155, 2275278, 223323, 96659, 1191711, 1619557, 1552971, 2533271",18,1.0,16.0,60.0,"Moon Seung Mo is a popular chef. Due to the sudden deaths of his parents by fire, he moves to Seoha Village. His peaceful daily life suddenly changes there with the sudden appearance of Yoo Yoo Jin. Meanwhile, Yoo Yoo Jin is a world-famous fashion designer. She works under the name of Yoo Bella. One day, she has a car accident. The car accident causes her to lose her memory completely and she ends up in Seoha Village. She acts very eccentric there and becomes a troublemaker. Due to her behavior, she picks up the nickname ""Yoobyeolna"" (""What an eccentric"").",5.627,7.4,5.0,,1943,2020-03-27,2020.0,3.0,4.0
662,39037,Flames of Desire,"115291, 566367, 110382, 1243600, 138336, 118667, 1093223",18,1.0,50.0,,"Flames of Desire is a South Korean television series starring Shin Eun-kyung, Seo Woo, Yoo Seung-ho, Jo Min-ki, and Lee Soon-jae. It aired on MBC from October 2, 2010 to March 27, 2011 on Saturdays and Sundays at 21:45 for 50 episodes.

The early working title was A Woman Only Loves Once in a Lifetime.",4.627,8.0,1.0,,97,2010-10-02,2010.0,10.0,5.0
663,32819,Cinderella Man,"1233094, 1252045, 83683, 939138, 1253444, 1239677, 989991, 974270, 980225, 1876417",18,1.0,16.0,60.0,"When brash, street-smart orphan Oh Dae San, who makes his living copying designer fashions, and the apathetic grandson of the fashion empire Lee Joon Hee meet by chance one day, the two men realize that they look exactly alike and in that, they see a chance to set each other free.",5.185,6.5,3.0,,97,2009-04-15,2009.0,4.0,2.0
664,138489,The Mysterious Class,"3080472, 3080473, 3080462, 3080469, 3080464, 3080471, 3080468, 3080466, 3080470, 3080467, 3080463, 3080465, 3783883, 3783886, 3783887, 3209013, 3783888, 3783889, 3783890, 3783891","9648, 18",1.0,8.0,20.0,"In an all-boys school, a class of 12th grade students are in disbelief after doing a seance that revealed the presence of a ghost lurking among them. Soon their doubt turns into suspicion as the class runs into eerie events that compel them to deduce the ghost's identity.",5.606,7.9,82.0,,247,2021-11-12,2021.0,11.0,4.0
665,66634,Wanted,"84973, 1253552, 1238415, 1292971, 138509, 939135, 1492529, 1588284, 77182, 1988490, 1113060, 1352930, 1624590","10759, 80, 18, 9648",1.0,16.0,60.0,One of Korea's top actresses has her son kidnapped. She struggles to carry out a mission on a live reality show following the kidnapper's demands.,5.952,6.4,12.0,,156,2016-06-22,2016.0,6.0,2.0
666,82501,The Smile Has Left Your Eyes,"1255411, 1252017, 139493, 1882314, 93996, 1384538, 1787992, 1607301, 2183220, 1532980","9648, 18, 80",1.0,16.0,64.0,"A detective thinks about quitting his job. He takes on a female university student murder case that was disguised as a suicide. The detective becomes obsessed with solving the case. He has a young sister and she meets a man. The man does not remember when he was little. He is not a good person, but she has sympathy for him. The detective tries to push the man away from his younger sister. The detective suspects that the man is somehow involved in the female university student murder case. The man and the detective's younger sister fall in love.",7.79,8.0,16.0,,,2018-10-03,2018.0,10.0,2.0
667,87188,Big Issue,"17122, 1029154, 550683, 1029157, 1100787, 2278956, 2117665, 1676565, 1257637, 572169, 1193410, 528339, 80655, 2101538, 1530744, 2295668, 3465736",18,1.0,32.0,30.0,"Due to a photograph, Han Seok-Joo loses everything, including his job as a photographer for a top newspaper and his family. Ji Soo-Hyun is the notorious chief editor of a paparazzi group. She hires the man to become a paparazzi photographer.",7.781,6.8,4.0,,156,2019-03-06,2019.0,3.0,2.0
668,42593,The Duo,"93994, 1520292, 1257610, 1255881, 127710, 227430, 1333419, 1418840, 1464070, 1253449, 1686202","35, 18, 36, 10749",1.0,32.0,60.0,"In a story of two men switched at birth, noble-born Chun Doong lives as a slave and becomes a heroic outlaw, while beggar-born Gwi Dong lives as a nobleman and police chief; then each falls in love with the same girl, Dong Nyeo.",7.766,,,,97,2011-02-07,2011.0,2.0,0.0
669,131799,NO BOTHER ME,"3209013, 3209018, 3244158, 3209021, 3244159, 3244162, 3244163, 3244165, 3209015",18,1.0,35.0,10.0,A story about unrefined 'savage' that any 20-year-old college student would have crossed paths with.,5.512,0.5,1.0,,"247, 1152, 2433",2021-06-10,2021.0,6.0,3.0
670,54244,Heartless City,"79578, 1101359, 145379, 1233712, 1450900, 240081, 1294797, 1664894, 2039484, 1346897, 1253446","10759, 80, 18",1.0,20.0,60.0,"Nam Gyu Ri sizzles and sways in this noir thriller about getting in too deep. When her best friend suffers a brutal fate while undercover in the crime underworld, Han Soo Min is driven to pick up where her friend left off. But in the shadows, there are no rules and no reason: Soo Min falls for the organization’s king pin, who also happens to be the prime suspect of her friend’s murder. With a betrayal at every corner, can Soo Min afford to trust the unjust? As with all things noir, expect seduction, femme fatales and mystery! ",5.628,8.8,10.0,,885,2013-05-27,2013.0,5.0,0.0
671,101243,Oh My Baby,"1234280, 1872632, 564844, 2333292, 1096793, 145363, 1123145, 1454805, 2097078, 509648, 994300, 1257555, 1567062, 1247346","10751, 18, 35",1.0,16.0,60.0,A 39-year-old single woman who wants to have a child without getting married. She has three men in her radar and has trouble choosing between them. They walk into her life when she’s already hopeless about love and marriage.,5.481,7.0,5.0,,,2020-05-13,2020.0,5.0,2.0
672,32614,Prosecutor Princess,"148673, 1112233, 1251074, 1251241, 1545928, 1100787",18,1.0,16.0,65.0,"Ma Hye Ri is a woman with an excellent memory and ability to focus, which allowed her to pass the bar exam with ease. Despite her talents, she is more interested in being fashionable and dislikes hard work, so she is far from being an ideal prosecutor and has doubts about her suitability for her job. Through her conflicts with senior colleagues and struggles with difficult cases, however, Hye Ri gradually matures into a brilliant prosecutor with a sense of duty and justice.",4.254,6.9,6.0,,156,2010-03-31,2010.0,3.0,2.0
673,64292,Falling for Challenge,"117508, 1529849, 1732763, 1504978","35, 18",1.0,24.0,13.0,"Na Do Jeon works as a clown part-time due to his love of making others happy with laughter. Ban Ha Na is the female lead that aspires to start her own food truck business. The two meet at a common interest club called ""One Plus"" where the story will unfold.",5.464,8.7,3.0,,1152,2015-10-26,2015.0,10.0,0.0
674,136446,Political Fever,"930417, 2033111, 1791945, 1615316, 1420814, 566373, 2643775, 1671441, 3288693","35, 18",1.0,12.0,60.0,"A black comedy political sitcom about an Olympic gold medalist who was appointed as minister of Ministry of Culture, Sports and Tourism and is facing a kidnapping incident of her husband who is a political critic.",3.271,8.0,2.0,,3357,2021-11-12,2021.0,11.0,4.0
675,62746,Legendary Witches,"1499975, 1532980, 1414696, 105409, 1277308, 1113060, 1676562, 127710, 1897012, 1753985","18, 10751, 10749",1.0,40.0,70.0,"Orphan Moon Soo-in marries Ma Do-hyun, the eldest son of the chaebol family who owns bakery corporation Shinhwa Group. But when Do-hyun dies unexpectedly, the Ma family makes Soo-in take the fall for their illegal business practices and she ends up in jail for stock manipulation that she didn't commit. At Cheongju's Penitentiary for Women, her cellmates are kind-hearted Shim Bok-nyeo who was falsely accused of killing her husband and son; tough-as-nails, foul-mouthed Son Poong-geum who was convicted of fraud; and former model Seo Mi-oh who's been charged with the attempted murder of her boyfriend, Shinhwa Group's youngest son.

The four women bond and become friends, particularly when they join the baking classes being taught by Nam Woo-suk, a hotel chef. Woo-suk is a widower who is raising his daughter alone after the death of his wife six years ago. At his father-in-law's suggestion, he became a volunteer at the local prison's vocational training center, where he meets Soo-in and begins to fall for her.

Upon their discharge, the four women put the baking skills they learned in prison to use, opening up a bakery together. But they face stiff competition from the Shinhwa Group.",5.633,8.8,2.0,,97,2014-10-25,2014.0,10.0,5.0
676,39040,Midas,"63438, 150242, 1304595, 1251697, 1256496, 1232904, 87090, 147505, 572227, 1029156, 141541, 1029157, 992630, 1631354",18,1.0,21.0,70.0,"A business drama about mergers and acquisitions between companies.  When Kim Do Hyun passes the bar exam at the top of his class, he's offered a dream job as top aide to Yoo In Hye, daughter to one of the richest and most powerful men in South Korea. As he becomes more ambitious, Do Hyun is about to find out just how cut throat In Hye's world is, and also just how much he's about to lose, including his long-time girlfriend Lee Jung Yeon.",5.451,6.5,1.0,,156,2011-02-22,2011.0,2.0,1.0
677,43236,I Need Romance,"148673, 1254579, 1239247, 1347778, 939135, 1252867, 1605872, 1631354","35, 18",3.0,48.0,45.0,Revolves around three thirty-something career women and their complicated love lives.,5.162,6.8,3.0,,,2011-06-13,2011.0,6.0,0.0
678,81135,Love To The End,"1244815, 105612, 123805, 1715741, 1112440, 117372, 1876417","18, 10751",1.0,105.0,35.0,"When she was a teenager, Han Ka Young's father's company went bankrupt. As a result, her parents then divorced. Because of her difficult situation, Han Ka Young has taken care of the housework and her family since her teenage years. Nevertheless, she has a bright personality. Her father then starts a cosmetics company. She works at her father's company and takes her job seriously. Meanwhile, Han Ka Young has never had a boyfriend. One day, she meets Yoon Jung Han, the successor to a family owned glass factory. Han Ka Young falls in love with him.",7.626,8.5,2.0,,342,2018-07-23,2018.0,7.0,0.0
679,62610,Temptation,"1233094, 62333, 125730, 564862, 64497, 1520863, 1649634, 1706959, 3203557","18, 10749",1.0,20.0,60.0,"To pay a debt, a married man receives billions of won from a woman. In return for the money, the man gives himself to the woman.",5.447,8.5,2.0,,156,2014-07-14,2014.0,7.0,0.0
680,102843,Mom Has an Affair,"572224, 1246954, 141150, 2052864","18, 10751, 10766",1.0,120.0,35.0,"Desperate times call for desperate measures and for one mom, that means bagging a rich man to make her kids happy. Pil Jeong is a single, divorced mom of two who swore that she’ll never get married again. Her children, on the other hand, have other plans in store. They beg her to find and marry a rich man as a means of securing their family’s future and a hilarious family expansion project ensues.",5.446,,,,156,2020-05-04,2020.0,5.0,0.0
681,135687,User Not Found,"1901642, 3339727, 3339723, 3223743, 930222",18,1.0,22.0,14.0,"A romance drama about two female high school students who happen to share the same name. When they both transfer to a new school at the same time, hoping to use the opportunity to turn their lives around, they forge a secret contract to swap identities. Shin Yi Joon is the most popular student at his high school. Although he seems tough and aloof on the outside, Shin Yi Joon is actually a huge softie on the inside—and far from getting into fights with other students, he even has a hard time saying no to other people.",5.445,10.0,1.0,,3898,2021-12-03,2021.0,12.0,4.0
682,112322,Delayed Justice,"1233094, 1719942, 112785, 147852, 551171, 1222431, 551682, 118657, 2402500, 2697147, 2561745",18,1.0,20.0,65.0,A reporter and a public defender fight for judicial victims who are falsely accused.,5.964,6.5,4.0,,"156, 3357",2020-10-30,2020.0,10.0,4.0
683,121558,The Sweet Blood,"2476984, 3022309, 3130347",18,1.0,16.0,15.0,"A fantasy romance story between Yeon seo and Song Meo Ru. She is a high school girl who has to graduate safely. Yeon seo is a half-vampire who has lived 118 years. Born between a human mother and a vampire father, she has a natural beauty, and vampire abilities but desire to live an ordinary human life.",5.432,7.5,4.0,,1152,2021-03-24,2021.0,3.0,2.0
684,104247,To All The Guys Who Loved Me,"1252370, 1450900, 1723485, 1632316, 2081771, 1765534, 2038212","35, 18",1.0,16.0,70.0,"Seo Hyun-Joo works as the leader of a webcomic planning team. She declares that she plans to remain single, but she receives confessions from two men: Hwang Ji-Woo and Park Do-Gyeom. Hwang Ji-Woo is the CEO of a pharmaceutical company. He has a cold personality and excellent business ability. Park Do-Gyeom is a popular webcomic writer. He is a sociable person. He and Seo Hyun-Joo grew up like siblings, but he has held a crush on Seo Hyun-Joo for a long time.",5.431,6.6,5.0,,342,2020-07-06,2020.0,7.0,0.0
685,64811,Jang Yeong Sil,"86887, 545757, 69378, 69080, 139523, 42799, 147588, 1096793, 1765534, 3157385",18,1.0,24.0,60.0,"Drama series follows the life Jang Yeong-Sil: a scientist, technician and inventor during the Joseon period. Jang Yeong-Sil was born in the lower class nobi. King Sejong notices his abilities and brings him to the palace. King Sejong grants him a chance to display his abilities. He invents tools like astronomical instruments, iron printing press and a water clock.",5.426,6.2,5.0,,829,2016-01-02,2016.0,1.0,5.0
686,63765,Dream Knight,"1046862, 1347516, 1473841, 1500890, 1500906, 1500914, 1500918, 1500922, 1499226, 1108066","10765, 18",1.0,12.0,15.0,"Though she's constantly bullied, orphaned high schooler Joo In Hyeong (Song Ha Yoon) refuses to let life get her down and fills her little home with positive vibes from her favorite boy band. But fandom hits the next level when she discovers the ability to call upon four mysterious hotties (played by GOT7), who turn her world topsy-turvy with magical and hilarious antics, including JYP artist cameos. No matter how tough life gets, she'll get by with a little help from her friends, especially with dreamy knights!",5.413,5.75,6.0,,1152,2015-01-27,2015.0,1.0,1.0
687,75066,Black Knight,"1222330, 126348, 127708, 1232910, 1029157, 1256357, 1923493, 1140210, 3682027",18,1.0,20.0,60.0,"A successful executive determined to do whatever it takes to protect the woman he loves, meets a travel agent, who may be linked to his past.",7.574,5.9,10.0,,342,2017-12-06,2017.0,12.0,2.0
688,37850,Jang Bo Ri Is Here,"1089693, 1257600, 592257, 1066220, 1707462, 145363, 1253449, 68464, 1552872, 96659, 1249206, 1122532, 1925176","10751, 18",1.0,52.0,70.0,"A story about the life of a mother and her two daughters; a real daughter and an adopted daughter whose fates are twisted and lives change due to the real daughter and the adopted daughter have been swapped, cause intense conflicts within the family.",5.408,8.0,1.0,,97,2014-04-05,2014.0,4.0,5.0
689,61146,Secret Love Affair,"1304595, 572225, 587676, 1299278, 463583, 1338518",18,1.0,16.0,65.0,"Despite being married and having a fulfilling career as a sophisticated arts foundation director, something is missing in Oh Hye Won's life. When she meets twenty-something Lee Seon Jae, Hye Won's appetite for passion is awakened, and she soon falls for the impoverished piano prodigy. Though they risk everything, Hye Won and Seon Jae can't help but embark on an affair that threatens to destroy both their lives. Based on the 2005 Japanese film Tokyo Tower, this romance aches with the desperate struggle between love and reality.",7.115,8.7,10.0,,885,2014-03-17,2014.0,3.0,0.0
690,61830,The King's Face,"1255411, 1254059, 139515, 1335825, 1239677, 39256, 1246931, 1496155, 1334718, 1654631","18, 36",1.0,24.0,65.0,"Since Kwanghae was born from a concubine and only appointed as Crown Prince in a desperate measure, many dissatisfied officials from Northerner faction often plotted for his assassination and dethronement for 16 years. He also often quarreled with his father, King Seonjo, especially regarding Kim Ga Hee. Both son and father will fight against each other in favor of her. However, he eventually managed to overcome the obstacles by the help of Physiognomist, Kim Do Chi and become the next king. Meanwhile, Gwiin Kim is King Seonjo’s royal concubine.",5.805,8.0,8.0,,342,2014-11-19,2014.0,11.0,2.0
691,78111,The Best Moment To Quit Your Job,"1496155, 126743, 1632813, 1552969, 2334143, 1571617, 1257601","18, 35",1.0,8.0,45.0,"Four young women tackle life, love, and lies in their first jobs out of college. Good thing they have each other – and late-night bars – to get through it all.",3.238,8.0,1.0,,2974,2017-12-10,2017.0,12.0,6.0
692,32828,Cinderella's Stepsister,"37941, 115291, 93994, 1251647, 16288, 1222431, 564862, 1346848, 1499717",18,1.0,20.0,65.0,"A modern day adaptation of Cinderella with a twist as our Cinderella, Goo Hyo Sun, is loved by everyone whereas her stepsister, Eun Jo, has a dark past and struggles with the fact that her mother starts to care more for Hyo Sun than her.",4.492,6.7,6.0,,342,2010-03-31,2010.0,3.0,2.0
693,128309,Red Shoes,"1632316, 1253443, 1940498, 2123187, 1545928, 2012472, 1420416, 2117801, 69699, 2814163","10751, 18",1.0,100.0,30.0,"The series revolves around Kim Jem Ma (So Yi Hyun), a daughter who has strong desire to take revenge from her heartless mother, who left her father and sick brother in search of love and desire for her success.

Min Hee Kyung (Choi Myung Gil) portrays a cold-hearted mother who abandoned her family after reuniting with her first love. Kim Jem Ma has aim to find out the secrets related to her father’s death and avenge her mother. Yoon Gi Suk (Park Yoon Jae) does not believe in love due to betrayal by his wife, but falls in love with Kim Jem Ma. Yoon Hyun Suk (Shin Jung Yoon) is Yoon Gi Suk’s younger brother, with free soul and defiant charm.",5.385,6.0,2.0,,342,2021-07-05,2021.0,7.0,0.0
694,62265,Heard It Through the Grapevine,"80461, 87552, 21689, 1257963, 64455, 126741, 1191711, 1737904, 927755, 4263, 463583, 1671441, 1338518, 1510022, 1554866, 1865300, 1276894, 3194296, 2939496","35, 18",1.0,30.0,60.0,"Han In Sang and Seo Bom are young and in love, despite major differences in wealth and status. But all of that hangs in the balance when Han In Sang accidentally knocks up Seo Bom, setting off a comedic domino effect that reverberates throughout the snooty Han family and the modest Seo family. Between pride and humiliation, as well as love and duty, will this young couple be able to survive the storm and do what's right for their baby?",6.374,8.0,2.0,,156,2015-02-23,2015.0,2.0,0.0
695,59150,Waiting for Love,"1252369, 1138821, 1296713, 582130, 998412, 1614018","18, 35",1.0,2.0,67.0,"A drama about love and relationships, centers on a college student Joo Yeon Ae (BoA) who has both good looks and personality, but she′s actually a novice in relationships, and always fails at getting her man. Meanwhile, Cha Ki Dae (Choi Daniel) is a skilled dating coach who expert at reading women′s minds. He comes to coach Yeon Ae over SNS, but despite the experience he boasts about, however, he also always fails at getting his own girl. The drama also depicts what happens when four youths with completely different views toward love start dating each other. ",7.536,7.5,2.0,,342,2013-09-11,2013.0,9.0,2.0
696,103752,Where Your Eyes Linger,"2658774, 2658775, 2658776, 2939002, 2918543, 2823631",18,1.0,8.0,10.0,"High school students Han Tae-joo and Kang-gook have always been together for 15 years. Although they are friends, Gook is actually a bodyguard for Tae-joo, the heir of a chaebol family. But before they know it, they feel different kinds of feelings for each other. What does Gook mean to Tae-joo, and what does Tae-joo mean to Gook?",5.382,6.946,28.0,,"213, 1390, 1671, 2007",2020-05-22,2020.0,5.0,4.0
697,42590,Twinkle Twinkle,"232599, 592257, 107751, 1550916, 1234183, 1299344, 936000, 123820, 1234180, 1253475","18, 10751, 10749",1.0,54.0,60.0,"This drama tells the success story of Han Jung Won, a workaholic careerwoman who is determined to make her own way in life without the help of her family, which has garnered considerable wealth from their publishing company. Her life is turned upside down due to someone's mistake, and she faces numerous setbacks on the road to recovery.

",4.31,,,,97,2011-02-12,2011.0,2.0,5.0
698,50961,Don't Look Back: The Legend of Orpheus,"86889, 110388, 1060560, 1206963, 1257624, 561199, 1249395, 105409, 79574, 1364528, 1257584, 240082, 1304602, 1520292",18,1.0,20.0,65.0,"After his father’s demise at the hand of Gaya Hotel Group, Han Yi Soo (Kim Nam Gil) has lived for one thing only: Vengeance. Ready to hatch a plan to bring down his nemesis once and for all, Yi Soo goes to extremes in not only changing his identity, but also his face. But there's a huge obstacle in Yi Soo's way: his inconvenient love for Jo Hae Woo (Son Ye Jin), the heiress to Gaya Hotel Group. Along with being enmeshed within an ill-fated love, Yi Soo's cover gets blown, which has him running for his life like his father once did. You either sink or you swim, but what if the water is full of sharks?",7.268,8.1,7.0,,342,2013-05-27,2013.0,5.0,0.0
699,14234,Emperor of the Sea,"86887, 1222431, 80656, 124394, 1235481, 1299358, 1248899, 84973, 1255800, 132148, 68904, 1277308, 551682, 1436191, 1420983","18, 10759, 10768",1.0,51.0,70.0,"Emperor of the Sea is a South Korean television drama series directed by Kang Il-soo and Kang Byung-taek and starring Choi Soo-jong, Chae Shi-ra, Song Il-gook and Soo Ae. It aired on KBS2 from November 24, 2004 to May 25, 2005 on Wednesdays and Thursdays at 21:50 for 51 episodes. The historical drama is based on Choi In-ho's novel of the same title, which depicts the life of Jang Bogo, who rises from a lowly slave to a powerful maritime figure who dominated the East Asia seas and international trade during the Unified Silla Dynasty.

The drama was received extremely well, holding the number one spot in the ratings for majority of the weeks it aired. It was also exported to eight countries earning approximately US$1.8 million in profits.

The filming set in Wando County, South Jeolla Province also became a tourist attraction.",5.353,7.2,5.0,,342,2004-11-24,2004.0,11.0,2.0
700,206618,Boar Hunt,"1872629, 1191490, 1704052, 1351055, 3675304, 3253127, 1346900, 1482672, 2391355, 2593824, 3138823","9648, 18",1.0,4.0,70.0,This drama tells a story that happened in an ordinary village in which a missing case occurs on the day of a wild boar hunting and the secrets of the villagers surrounding the case are being unfolded one by one.,4.337,5.5,2.0,,97,2022-08-01,2022.0,8.0,0.0
701,66781,The Good Wife,"20737, 10112, 1257592, 127706, 25003, 1512476, 1523043, 1494834, 1607301, 2087332, 2033111, 3686697","80, 18",1.0,16.0,60.0,"A husband works as a successful prosecutor and his future appears bright, but he gets arrested for corruption in a political scandal. His wife worked as an attorney prior to their marriage, now resumes her career after a 13 year hiatus. She begins to find her true identity. An adaptation of the American TV series aired on CBS of the same title.",5.333,5.763,19.0,,,2016-07-08,2016.0,7.0,4.0
702,46636,When a Man Falls in Love,"83020, 126348, 124394, 1346848, 1347516, 1542545, 147505, 1473841, 1493898, 587683, 2128181",18,1.0,20.0,65.0,"Han Tae-Sang is a former gangster, but now a successful business man. He has a cold-blooded decisiveness and incredible drive. This helped him to attain his current status, as he started with nothing. He then meets a younger woman named Seo Mi-Do. Her personality reminds him of himself when he was that age. Han Tae-Sang begins to feel love for the first time in his life.",6.144,8.2,3.0,,97,2013-04-03,2013.0,4.0,2.0
703,73665,Girls' Generation 1979,"1619436, 1255878, 1256497, 1704081, 1386418, 1881078, 1953455, 2122466",18,1.0,8.0,60.0,"Story is set in Daegu, South Korea during the 1970's. Lee Jung-Hee is in the 2nd grade of high school. She has a bright personality and is the second daughter of a family who runs a toy factory. She and her friends go through adolescence.",5.327,7.3,3.0,,342,2017-09-11,2017.0,9.0,0.0
704,94425,The Lies Within,"1246517, 1299351, 84980, 566372, 2369771, 2206571, 1295417","9648, 18, 80",1.0,16.0,60.0,Kim Seo-hui’s life is changed forever when her politician father dies in a car crash and her husband disappears – all in one day. She enters the world of politics and join hands with small-town detective Jo Tae-sik to uncover the truth when she finds out that the car crash might not have been an accident after all.,5.318,7.5,14.0,,"213, 627",2019-10-12,2019.0,10.0,5.0
705,208594,Girlfriend Project Day 1,"3671169, 3677805",18,1.0,4.0,,"Hee Ram and Ga In met in a general education class, Psychology of Love and Sex class. In this class, students have to perform a dating mission as a mock couple. A hard-working student Hee Ram and an easy-goer Ga In don't quite get along with each other from their first meeting.",5.309,6.0,1.0,,247,2022-08-19,2022.0,8.0,4.0
